phylo_level_val	Lineage	Soilmicrobialcommunitie3300051019	Soilmicrobialcommunitie3300051162	Soilmicrobialcommunitie3300051161	Soilmicrobialcommunitie3300051208	Soilmicrobialcommunitie3300051207	Soilmicrobialcommunitie3300051206	Soilmicrobialcommunitie3300052722	Soilmicrobialcommunitie3300052920	Soilmicrobialcommunitie3300052919	Soilmicrobialcommunitie3300056874	Soilmicrobialcommunitie3300056859	Soilmicrobialcommunitie3300056873	Soilmicrobialcommunitie3300056968	Soilmicrobialcommunitie3300056860	Soilmicrobialcommunitie3300056967	Soilmicrobialcommunitie3300060290	Soilmicrobialcommunitie3300056875	Soilmicrobialcommunitie3300056969	Soilmicrobialcommunitie3300056594	Soilmicrobialcommunitie3300056862	Soilmicrobialcommunitie3300056861	Soilmicrobialcommunitie3300056611	Soilmicrobialcommunitie3300056619	Soilmicrobialcommunitie3300056620	Soilmicrobialcommunitie3300056618	Soilmicrobialcommunitie3300056612	Soilmicrobialcommunitie3300056595	Soilmicrobialcommunitie3300060274	Soilmicrobialcommunitie3300061209	Soilmicrobialcommunitie3300061208	Soilmicrobialcommunitie3300060272	Soilmicrobialcommunitie3300060271	Soilmicrobialcommunitie3300060275	Soilmicrobialcommunitie3300060276	Soilmicrobialcommunitie3300061215	Soilmicrobialcommunitie3300061210
Bacteria:Cyanobacteriota:Vampirovibrionia:Gastranaerophilales	Bacteria:Cyanobacteriota:Vampirovibrionia:Gastranaerophilales	321	276	128	76	66	66	353	117	71	42	8	12	29	7	4	24	69	3	34	11	6	31	23	11	43	9	4	2	27	6	5	4	10	20	19	7
Bacteria:Pseudomonadota:Gammaproteobacteria:Halothiobacillales	Bacteria:Pseudomonadota:Gammaproteobacteria:Halothiobacillales	321	198	184	432	304	585	422	394	512	34	11	26	17	51	58	9	13	55	20	33	24	8	40	21	10	31	30	37	47	65	8	21	23	19	33	50
Bacteria:Patescibacteria:ABY1:BM507	Bacteria:Patescibacteria:ABY1:BM507	316	130	120	14	4	0	334	276	20	44	7	35	34	1	14	17	36	5	42	24	4	28	33	8	26	1	0	1	89	6	10	5	10	31	75	6
Bacteria:Pseudomonadota:Alphaproteobacteria:UBA8366	Bacteria:Pseudomonadota:Alphaproteobacteria:UBA8366	302	203	160	294	626	808	411	242	396	203	166	10	139	68	65	176	22	59	36	41	43	11	54	42	36	45	49	32	38	53	8	36	27	21	35	79
Bacteria:Pseudomonadota:Gammaproteobacteria:HK1	Bacteria:Pseudomonadota:Gammaproteobacteria:HK1	292	160	252	527	833	1297	373	688	512	58	33	35	53	90	106	29	26	105	27	49	63	21	59	65	29	63	71	55	57	81	13	57	34	25	60	118
Bacteria:Spirochaetota:Spirochaetia:Borreliales	Bacteria:Spirochaetota:Spirochaetia:Borreliales	284	78	154	83	31	19	136	136	41	22	2	10	12	5	5	4	6	2	15	10	4	8	13	7	13	6	0	2	23	4	5	5	6	9	14	6
Bacteria:Pseudomonadota:Alphaproteobacteria:Pelagibacterales	Bacteria:Pseudomonadota:Alphaproteobacteria:Pelagibacterales	272	105	72	59	192	145	242	205	133	36	12	12	28	18	28	24	14	32	25	17	16	21	24	24	28	19	18	28	18	19	14	21	14	20	22	22
Bacteria:Patescibacteria:ABY1:Magasanikbacterales	Bacteria:Patescibacteria:ABY1:Magasanikbacterales	241	130	154	46	22	21	207	248	50	28	6	17	27	10	12	9	12	7	33	11	6	19	16	8	37	4	3	4	42	7	7	8	12	20	37	5
Bacteria:Bacillota:Bacilli:Izemoplasmatales	Bacteria:Bacillota:Bacilli:Izemoplasmatales	241	76	80	90	102	60	164	166	68	24	9	17	14	6	4	9	14	7	19	22	10	20	25	14	26	13	6	5	20	16	7	13	15	12	25	9
Bacteria:Cyanobacteriota:Cyanobacteriia:Synechococcales	Bacteria:Cyanobacteriota:Cyanobacteriia:Synechococcales	235	140	235	98	156	324	170	213	148	17	5	15	15	14	20	16	9	24	14	17	11	8	15	9	9	9	13	8	21	27	4	10	21	7	31	19
Bacteria:Bacillota:Bacilli:Bacillales_E	Bacteria:Bacillota:Bacilli:Bacillales_E	232	86	33	73	59	72	82	115	23	11	6	2	15	1	4	6	4	5	9	8	5	18	11	3	17	3	0	3	7	4	4	2	6	5	7	3
Bacteria:Pseudomonadota:Gammaproteobacteria:Berkiellales	Bacteria:Pseudomonadota:Gammaproteobacteria:Berkiellales	224	125	187	158	305	307	283	257	191	28	8	21	31	29	44	19	16	39	19	30	30	19	32	31	18	25	30	22	30	35	11	22	25	16	37	36
Bacteria:Pseudomonadota:Alphaproteobacteria:Puniceispirillales	Bacteria:Pseudomonadota:Alphaproteobacteria:Puniceispirillales	223	76	30	53	169	195	133	98	34	16	9	3	13	6	19	12	5	12	13	9	8	2	6	8	6	12	6	9	13	15	4	8	4	6	6	14
Bacteria:Bacillota:Bacilli:Haloplasmatales	Bacteria:Bacillota:Bacilli:Haloplasmatales	216	150	106	57	81	60	149	242	65	29	6	10	17	9	7	11	9	9	27	18	5	14	22	9	18	4	7	4	30	12	8	6	17	14	23	7
Bacteria:Cyanobacteriota:Cyanobacteriia:CACIAM-69d	Bacteria:Cyanobacteriota:Cyanobacteriia:CACIAM-69d	210	176	94	88	220	279	196	210	155	28	5	15	26	19	21	15	18	23	25	19	22	14	16	7	11	18	10	12	46	29	4	18	14	20	33	24
Bacteria:Pseudomonadota:Alphaproteobacteria:Paracaedibacterales	Bacteria:Pseudomonadota:Alphaproteobacteria:Paracaedibacterales	209	104	84	54	108	169	189	298	66	30	12	7	16	13	23	15	5	9	25	11	11	12	22	15	18	13	10	6	14	12	11	13	11	12	26	16
Bacteria:Pseudomonadota:Gammaproteobacteria:PS1	Bacteria:Pseudomonadota:Gammaproteobacteria:PS1	199	132	111	192	335	510	165	189	162	26	4	13	16	28	35	9	9	46	12	19	18	10	24	26	11	22	20	15	24	30	4	12	17	14	23	30
Archaea:Nanoarchaeota:Nanoarchaeia:Nanoarchaeales	Archaea:Nanoarchaeota:Nanoarchaeia:Nanoarchaeales	186	66	5	0	0	0	28	73	2	7	2	1	9	0	1	2	4	0	13	4	0	9	9	1	8	0	0	0	7	0	2	4	5	3	3	1
Bacteria:Pseudomonadota:Alphaproteobacteria:Caedimonadales	Bacteria:Pseudomonadota:Alphaproteobacteria:Caedimonadales	175	127	145	124	241	255	253	255	128	34	10	19	33	26	32	19	27	27	19	21	19	12	28	17	20	24	21	14	31	28	12	17	17	11	30	29
Bacteria:Pseudomonadota:Gammaproteobacteria:Arenicellales	Bacteria:Pseudomonadota:Gammaproteobacteria:Arenicellales	148	28	94	62	214	279	171	177	103	14	5	5	13	36	23	4	7	40	6	20	13	3	10	18	6	20	23	12	14	26	3	12	14	15	25	19
Bacteria:Pseudomonadota:Alphaproteobacteria:Micavibrionales	Bacteria:Pseudomonadota:Alphaproteobacteria:Micavibrionales	137	64	62	115	212	248	156	172	117	19	7	17	10	20	36	14	9	28	9	16	18	3	19	9	10	22	24	14	15	27	4	20	13	5	19	29
Bacteria:Pseudomonadota:Gammaproteobacteria:HTCC5015	Bacteria:Pseudomonadota:Gammaproteobacteria:HTCC5015	136	188	112	199	199	215	323	225	99	18	7	13	16	26	19	11	9	20	21	17	9	6	16	15	16	23	19	12	22	20	10	14	9	14	15	19
Bacteria:Pseudomonadota:Alphaproteobacteria:HIMB59	Bacteria:Pseudomonadota:Alphaproteobacteria:HIMB59	85	47	32	27	55	16	27	16	18	9	8	1	4	3	11	4	1	5	7	3	1	2	4	1	5	3	3	0	2	6	2	2	3	2	3	4
Bacteria:Bacillota_A:Clostridia:Monoglobales	Bacteria:Bacillota_A:Clostridia:Monoglobales	70	88	54	15	64	0	43	77	15	10	1	3	9	5	2	5	4	2	12	10	2	6	6	7	12	3	0	3	9	9	2	2	8	5	9	4
Bacteria:Pseudomonadota:Gammaproteobacteria:SAR86	Bacteria:Pseudomonadota:Gammaproteobacteria:SAR86	57	34	75	74	119	65	18	13	48	5	0	7	0	7	5	2	3	8	12	4	5	0	8	4	2	3	3	8	7	9	0	2	10	4	8	1
Bacteria:Pseudomonadota:Alphaproteobacteria:Rhizobiales_A	Bacteria:Pseudomonadota:Alphaproteobacteria:Rhizobiales_A	55	47	28	0	29	37	16	68	0	6	6	3	5	0	1	4	2	2	2	6	0	6	3	1	5	4	1	2	3	2	1	1	1	2	2	4
Bacteria:WOR-3:Hydrothermia:Hydrothermales	Bacteria:WOR-3:Hydrothermia:Hydrothermales	51	20	0	6	0	12	17	0	8	3	0	1	2	1	3	1	0	1	4	1	0	1	1	1	2	1	1	1	2	0	0	1	1	2	1	1
Bacteria:Pseudomonadota:Gammaproteobacteria:Evansiales	Bacteria:Pseudomonadota:Gammaproteobacteria:Evansiales	43	0	3	0	0	0	21	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria:Patescibacteria:Saccharimonadia:Saccharimonadales	Bacteria:Patescibacteria:Saccharimonadia:Saccharimonadales	33	50	15	24	13	97	90	37	122	11	3	5	9	5	5	2	3	2	4	7	2	0	7	4	2	4	2	7	8	40	3	2	3	4	6	5
Bacteria:Pseudomonadota:Gammaproteobacteria:Piscirickettsiales	Bacteria:Pseudomonadota:Gammaproteobacteria:Piscirickettsiales	33	35	54	136	107	166	235	183	80	11	1	8	6	12	8	11	5	15	8	12	9	9	12	12	8	8	9	8	17	12	2	12	10	8	12	15
Bacteria:Pseudomonadota:Gammaproteobacteria:Diplorickettsiales	Bacteria:Pseudomonadota:Gammaproteobacteria:Diplorickettsiales	31	39	430	289	231	108	184	2786	128	123	10	1431	46	135	228	518	1363	64	21	517	324	1658	2044	2019	1045	204	37	37	216	240	162	244	206	313	1273	151
Bacteria:Pseudomonadota:Alphaproteobacteria:Holosporales	Bacteria:Pseudomonadota:Alphaproteobacteria:Holosporales	27	37	28	25	10	61	20	25	0	2	3	5	3	1	1	2	4	1	5	3	1	4	2	1	4	2	1	1	6	0	5	1	3	2	4	2
Bacteria:Dependentiae:Babeliae:Babeliales	Bacteria:Dependentiae:Babeliae:Babeliales	22	18	18	4	0	0	23	33	3	13	0	0	5	0	0	1	2	3	5	1	1	3	9	1	1	2	0	0	7	3	3	1	1	2	72	1
Bacteria:Patescibacteria:JAEDAM01:BD1-5	Bacteria:Patescibacteria:JAEDAM01:BD1-5	18	8	8	25	4	0	42	16	0	3	0	1	4	0	0	4	1	1	2	1	1	2	1	1	1	0	1	0	14	1	1	0	3	3	2	0
Bacteria:Pseudomonadota:Alphaproteobacteria:Rickettsiales_A	Bacteria:Pseudomonadota:Alphaproteobacteria:Rickettsiales_A	5	0	0	8	0	0	20	17	4	2	0	1	1	0	1	0	0	1	2	0	0	1	0	1	1	0	0	0	3	1	0	0	1	0	0	0
Bacteria:Spirochaetota:Brevinematia:Brevinematales	Bacteria:Spirochaetota:Brevinematia:Brevinematales	4	40	27	7	11	11	39	67	30	16	5	8	8	1	3	6	4	1	5	7	2	7	4	3	7	2	1	2	9	8	5	4	6	5	9	3
Bacteria:Patescibacteria:Gracilibacteria:CAIRYL01	Bacteria:Patescibacteria:Gracilibacteria:CAIRYL01	0	41	12	10	0	0	43	16	13	4	3	2	1	0	1	0	0	1	3	2	0	4	0	0	5	2	0	1	13	1	2	0	5	0	4	1
